Question,Answer
Who acted as Luc Deveraux in the movie 'Universal Soldier: Regeneration'?,Jean-Claude Van Damme
Who acted as Michael Reed in the movie 'Last Night'?,Sam Worthington
Who acted as Dr. Beth Lorenson in the movie 'The Jacket'?,Jennifer Jason Leigh
Who acted as Coach Amross in the movie 'Thunderstruck'?,Jim Belushi
Who acted as The Sampler in the movie 'Upstream Color'?,Andrew Sensenig
Who acted as Boobie Miles in the movie 'Friday Night Lights'?,Derek Luke
Who acted as Paul in the movie 'Arachnoquake'?,Bug Hall
Who acted as Jack in the movie 'The Bag Man'?,John Cusack
Who acted as Oliver Lambert in the movie 'The Firm'?,Hal Holbrook
Who acted as De Beer in the movie 'Zulu'?,Regardt van den Bergh
Who acted as Mr. Mifflin in the movie 'All of Me'?,Michael Ensign
Who acted as Claude in the movie 'An American Werewolf in Paris'?,Pierre Cosso
Who acted as Warren in the movie 'The Babadook'?,Craig Behenna
Who acted as Frank Navasky in the movie 'You've Got Mail'?,Greg Kinnear
Who acted as Mary Magdalene in the movie 'Son of God'?,Amber Rose Revah
Who acted as Leopold in the movie 'A Midsummer Night's Sex Comedy'?,José Ferrer
Who acted as Col in the movie 'The Crying Game'?,Jim Broadbent
Who acted as Debbie Callahan in the movie 'Police Academy: Mission to Moscow'?,Leslie Easterbrook
Who acted as Ginny Field in the movie 'Friday the 13th Part 2'?,Amy Steel
Who acted as Patricia Eden in the movie 'You've Got Mail'?,Parker Posey
Who acted as Larry Daley in the movie 'Night at the Museum: Battle of the Smithsonian'?,Ben Stiller
Who acted as Brady in the movie 'Force Majeure'?,Brady Corbet
Who acted as Stevie in the movie 'Not Suitable For Children'?,Sarah Snook
Who acted as Gertrude Stein in the movie 'Modigliani'?,Miriam Margolyes
Who acted as Pat in the movie 'Clockwise'?,Penelope Wilton
Who acted as Lois Lane in the movie 'Man of Steel'?,Amy Adams
Who acted as Eleanor Green in the movie 'Man of the Year'?,Laura Linney
Who acted as Susan in the movie 'Angels Sing'?,Connie Britton
Who acted as Mrs. Wilkerson in the movie 'Stella'?,Eileen Brennan
Who acted as Michael in the movie 'Brothers'?,Ulrich Thomsen
Who acted as Annie in the movie 'Alfie'?,Jane Asher
Who acted as Howie in the movie 'Madea's Witness Protection'?,Devan Leos
Who acted as Govan Mbeki in the movie 'Mandela: Long Walk to Freedom'?,Fana Mokoena
Who acted as Gordon in the movie 'Only God Forgives'?,Gordon Brown
Who acted as Tim Melville in the movie 'Tim'?,Mel Gibson
Who acted as Sharla in the movie 'In My Dreams'?,Jessalyn Wanlim
Who acted as Elaine in the movie 'Another You'?,Mercedes Ruehl
Who acted as Dr. Rutledge in the movie 'Source Code'?,Jeffrey Wright
Who acted as THX in the movie 'THX 1138'?,Robert Duvall
Who acted as Ginny in the movie 'Identity'?,Clea DuVall
Who acted as Joe Adams in the movie 'Ray'?,Harry Lennix
Who acted as Anna Peterson in the movie 'The Guest'?,Maika Monroe
Who acted as Lt. Andy Anderson in the movie 'The Bat'?,Gavin Gordon
Who acted as Chaz in the movie 'Sweet November'?,Jason Isaacs
Who acted as Gabe Jensen in the movie 'Mindhunters'?,LL Cool J
Who acted as Oz in the movie 'The Whole Ten Yards'?,Matthew Perry
Who acted as Morgaine in the movie 'The Mists of Avalon'?,Julianna Margulies
Who acted as Shell Septinos in the movie 'nan'?,Kazuya Nakai
Who acted as Herself in the movie 'Pina'?,Malou Airaudo
Who acted as Zipper in the movie 'Electra Glide in Blue'?,Billy Green Bush
Who acted as Ellen / Dorothy Carlsson in the movie 'A Kiss Before Dying'?,Sean Young
Who acted as Kelly Meyers in the movie 'Big Miracle'?,Vinessa Shaw
Who acted as Thomas in the movie 'Venus in Fur'?,Mathieu Amalric
Who acted as Bothos in the movie 'Centurion'?,David Morrissey
Who acted as Lookout in the movie 'The Blue Lagoon'?,Jeffrey Kleiser
Who acted as Chief Rabbi in the movie 'The Frisco Kid'?,Leo Fuchs
Who acted as Ler / Lernik in the movie 'Guardians'?,Sebastien Sisak
Who acted as Heather in the movie 'Bait'?,Cariba Heine
Who acted as Himself in the movie 'Jackass 3D'?,Steve-O
Who acted as Lian in the movie 'Outcast'?,Liu Yifei
Who acted as Ryota Yokoyama in the movie 'Still Walking'?,Hiroshi Abe
Who acted as Mike in the movie 'Can't Hardly Wait'?,Peter Facinelli
Who acted as Philippe Bauchard in the movie 'The Woman Next Door'?,Henri Garcin
Who acted as Mr. Cheezle in the movie 'Grandma's Boy'?,Kevin Nealon
Who acted as Arthur Wyndham in the movie 'The Unborn'?,Idris Elba
Who acted as Sammy in the movie 'Somewhere'?,Chris Pontius
Who acted as Early Grayce in the movie 'Kalifornia'?,Brad Pitt
Who acted as Lady Mary Murray in the movie 'Belle'?,Penelope Wilton
Who acted as Stu in the movie 'Talk Radio'?,John C. McGinley
Who acted as Dylan Harper in the movie 'Friends with Benefits'?,Justin Timberlake
Who acted as News Producer in the movie 'War of the Worlds'?,Camillia Sanes
Who acted as Jeff in the movie 'Crazy Kind of Love'?,Sam Trammell
Who acted as Mr. Kwai in the movie 'The Transporter'?,Ric Young
Who acted as Girl Nut in the movie 'Nice Dreams'?,Sandra Bernhard
Who acted as Himself in the movie 'Religulous'?,Jose Luis De Jesus Miranda
Who acted as Harmony Faith Lane in the movie 'Kiss Kiss Bang Bang'?,Michelle Monaghan
Who acted as Huey Driscoll in the movie 'Michael'?,Robert Pastorelli
Who acted as Otis B. Driftwood in the movie 'The Devil's Rejects'?,Bill Moseley
Who acted as Pvt. Tosh Hearne in the movie 'Too Late the Hero'?,Michael Caine
Who acted as Hazel in the movie 'Lust for Love'?,Maurissa Tancharoen
Who acted as Mazinga in the movie 'A.C.A.B.: All Cops Are Bastards'?,Marco Giallini
Who acted as Henry Gupta in the movie 'Tomorrow Never Dies'?,Ricky Jay
Who acted as Jess in the movie 'Secret in Their Eyes'?,Julia Roberts
Who acted as Dude in the movie 'Postal'?,Zack Ward
Who acted as Dylan in the movie 'Tracers'?,Rafi Gavron
Who acted as Peter MacCready in the movie 'We Bought a Zoo'?,Angus Macfadyen
Who acted as Buffalo Cow Head in the movie 'A Man Called Horse'?,Judith Anderson
Who acted as Mrs. Peacock in the movie 'Clue'?,Eileen Brennan
Who acted as Sarah in the movie 'Black Rock'?,Kate Bosworth
Who acted as Abigail in the movie 'Hours'?,Génesis Rodríguez
Who acted as Stephen Hawking in the movie 'Hawking'?,Benedict Cumberbatch
Who acted as Allison in the movie 'Tusk'?,Génesis Rodríguez
Who acted as Betsy in the movie 'A Little Princess'?,Rachael Bella
Who acted as Hunt Stevenson in the movie 'Gung Ho'?,Michael Keaton
Who acted as Marty in the movie 'Evan Almighty'?,John Michael Higgins
Who acted as The Major in the movie 'Gambit'?,Tom Courtenay
Who acted as Alain in the movie 'LOL (Laughing Out Loud)'?,Alexandre Astier
Who acted as Chief Barney Doyle in the movie 'Messenger of Death'?,Daniel Benzali
Who acted as Bill S. Preston in the movie 'Bill & Ted's Excellent Adventure'?,Alex Winter
Who acted as Peter Bell in the movie 'City of the Living Dead'?,Christopher George
Who acted as August Boatwright in the movie 'The Secret Life of Bees'?,Queen Latifah
Who acted as Lex Luthor in the movie 'Superman IV: The Quest for Peace'?,Gene Hackman
Who acted as Scarlet in the movie '28 Weeks Later'?,Rose Byrne
Who acted as Harmon in the movie 'Night Moves'?,Peter Sarsgaard
Who acted as Phil Olson in the movie 'Appaloosa'?,Timothy Spall
Who acted as Silas in the movie 'Slow West'?,Michael Fassbender
Who acted as Violet Beauregarde in the movie 'Willy Wonka & the Chocolate Factory'?,Denise Nickerson
"Who acted as Henry Stevenson in the movie 'Sorry, Wrong Number'?",Burt Lancaster
Who acted as Ray Parkins in the movie 'Sudden Impact'?,Audrie Neenan
Who acted as Prudie in the movie 'The Jane Austen Book Club'?,Emily Blunt
Who acted as Miss Barker-Wise in the movie 'Guns at Batasi'?,Flora Robson
Who acted as Major Clark in the movie 'The Philadelphia Experiment'?,Kene Holliday
Who acted as Wendy Darling in the movie 'Peter Pan'?,Rachel Hurd-Wood
Who acted as Natalie Cook in the movie 'Charlie's Angels'?,Cameron Diaz
Who acted as Joe Dawson in the movie 'Highlander V: The Source'?,Jim Byrnes
Who acted as Mookie in the movie 'The Neverending Story III: Escape from Fantasia'?,Carole Finn
Who acted as Selkirk in the movie 'Drop Zone'?,Corin Nemec
Who acted as The Nerd / Qui-Gon Jinn / Ponda Baba / Max Rebo in the movie 'Robot Chicken: Star Wars'?,Seth Green
Who acted as Matt Buckner in the movie 'Green Street Hooligans'?,Elijah Wood
Who acted as Virginie Walters in the movie 'Bel Ami'?,Kristin Scott Thomas
Who acted as Jonathan Reeves in the movie 'Center Stage : Turn It Up'?,Peter Gallagher
Who acted as Shaydah in the movie 'A Girl Walks Home Alone at Night'?,Rome Shadanloo
Who acted as Det. Tracy Atwood in the movie 'Mr. Brooks'?,Demi Moore
Who acted as Jay in the movie 'Kill List'?,Neil Maskell
Who acted as Bud Carter in the movie 'Bad Country'?,Willem Dafoe
Who acted as Ado Annie Carnes in the movie 'Oklahoma!'?,Gloria Grahame
Who acted as David in the movie 'Cries and Whispers'?,Erland Josephson
Who acted as Noah Longstreet in the movie 'The Stranger'?,Richard Long
"Who acted as Noxeema Jackson in the movie 'To Wong Foo, Thanks for Everything! Julie Newmar'?",Wesley Snipes
Who acted as McNamara in the movie 'The Canal'?,Antonia Campbell-Hughes
Who acted as Jules in the movie 'The Disappointments Room'?,Michaela Conlin
"Who acted as Jas in the movie 'Angus, Thongs and Perfect Snogging'?",Eleanor Tomlinson
Who acted as Karen in the movie 'Riders'?,Natasha Henstridge
Who acted as Himself in the movie 'Citizenfour'?,Barack Obama
Who acted as Moritz in the movie 'Rabbit Without Ears'?,Matthias Schweighöfer
Who acted as Bertha Minnix in the movie 'Lawless'?,Mia Wasikowska
Who acted as Derek Jameson in the movie 'The Thing'?,Adewale Akinnuoye-Agbaje
Who acted as Douglas Quaid/Hauser in the movie 'Total Recall'?,Arnold Schwarzenegger
Who acted as Patricia Whitmore in the movie 'Independence Day: Resurgence'?,Maika Monroe
Who acted as Oelun in the movie 'Mongol: The Rise of Genghis Khan'?,Aliya
Who acted as Shiwan Khan in the movie 'The Shadow'?,John Lone
Who acted as Adriana Carati in the movie 'The Best of Youth'?,Adriana Asti
Who acted as Apollo Creed in the movie 'Rocky II'?,Carl Weathers
Who acted as Zira in the movie 'Planet of the Apes'?,Kim Hunter
Who acted as Methos in the movie 'Highlander V: The Source'?,Peter Wingfield
Who acted as Greg Heffley in the movie 'Diary of a Wimpy Kid: Rodrick Rules'?,Zachary Gordon
Who acted as Mitch in the movie 'Thunderstruck'?,Larramie Doc Shaw
Who acted as Velma in the movie 'Scooby-Doo! and the Witch's Ghost'?,B. J. Ward
Who acted as Professor Alan Kitzens in the movie 'Journey to the Center of the Earth'?,Seth Meyers
Who acted as Herself in the movie 'Video Games: The Movie'?,Alison Haislip
Who acted as Alice in the movie 'I'm Not There.'?,Julianne Moore
Who acted as Danny in the movie 'Thanks for Sharing'?,Patrick Fugit
Who acted as Neil Craig in the movie 'Remember Me'?,Chris Cooper
Who acted as Jean Carrack in the movie 'The Cold Light of Day'?,Sigourney Weaver
Who acted as Maloin in the movie 'The Man from London'?,Miroslav Krobot
Who acted as Chen Lien in the movie 'Blackhat'?,Tang Wei
Who acted as Ben Gaffney in the movie 'Blue Ruin'?,Devin Ratray
Who acted as  in the movie 'In the Mood for Love'?,Mama Hung
Who acted as Cassio in the movie 'Caesar Must Die'?,Cosimo Rega
Who acted as Theru in the movie 'Tales from Earthsea'?,Aoi Teshima
Who acted as Lynn Lockner in the movie 'The Walker'?,Kristin Scott Thomas
Who acted as Curly in the movie 'Thunderbolt and Lightfoot'?,Gary Busey
Who acted as Henry in the movie 'Reeker'?,Michael Ironside
Who acted as Professor Barnhardt in the movie 'The Day the Earth Stood Still'?,John Cleese
Who acted as FBI Agent Whit Carver in the movie 'Arlington Road'?,Robert Gossett
Who acted as Case in the movie 'Seal Team Eight: Behind Enemy Lines'?,Lex Shrapnel
Who acted as Snow White in the movie 'Avengers Grimm'?,Lauren Parkinson
Who acted as Fyodor Ivanovich in the movie 'The Cranes Are Flying'?,Vasiliy Merkurev
Who acted as John Grimm in the movie 'Doom'?,Karl Urban
Who acted as Pete Montana in the movie 'Little Caesar'?,Ralph Ince
Who acted as Jack Abramoff in the movie 'Casino Jack'?,Kevin Spacey
Who acted as Karl in the movie 'The Bone Snatcher'?,Warrick Grier
Who acted as Komtuan in the movie 'Ong-Bak: The Thai Warrior'?,Suchao Pongwilai
Who acted as Hermione Granger in the movie 'Harry Potter and the Half-Blood Prince'?,Emma Watson
Who acted as Bruno X / Clifford in the movie 'Modern Girls'?,Clayton Rohner
Who acted as Direktor Meyerbeer in the movie 'Four Minutes'?,Stefan Kurt
Who acted as T.K. in the movie 'Suicide Kings'?,Jeremy Sisto
Who acted as Abigail Whistler in the movie 'Blade: Trinity'?,Jessica Biel
Who acted as Clay in the movie 'Friday the 13th'?,Jared Padalecki
Who acted as Katie Papadopoulos in the movie 'Papadopoulos & Sons'?,Georgia Groome
Who acted as Alfie Elkins in the movie 'Alfie'?,Michael Caine
Who acted as Brian Epkeen in the movie 'Zulu'?,Orlando Bloom
Who acted as John J. Rambo in the movie 'First Blood'?,Sylvester Stallone
"Who acted as Dave the Laugh in the movie 'Angus, Thongs and Perfect Snogging'?",Tommy Bastow
Who acted as Ulla Paulson in the movie 'The Danish Girl'?,Amber Heard
Who acted as M in the movie 'Moonraker'?,Bernard Lee
Who acted as Mattie Fae Aiken in the movie 'August: Osage County'?,Margo Martindale
Who acted as Superintendent Francis Hare in the movie 'Ned Kelly'?,Geoffrey Rush
Who acted as Lucy in the movie 'Fear and Loathing in Las Vegas'?,Christina Ricci
Who acted as Commissioner James Gordon in the movie 'Batman'?,Pat Hingle
Who acted as Dr. Farquad in the movie 'My Sister's Keeper'?,Emily Deschanel
Who acted as Derby Milton in the movie 'Cut Bank'?,Michael Stuhlbarg
Who acted as Frank Waturi in the movie 'Joe Versus the Volcano'?,Dan Hedaya
Who acted as Fabienne in the movie 'Safari'?,Frédérique Bel
"Who acted as Ogata in the movie 'Godzilla, King of the Monsters!'?",Akira Takarada
Who acted as David Grant in the movie 'Nebraska'?,Will Forte
Who acted as Elias Finn in the movie 'Restoration'?,Hugh Grant
Who acted as Dr. Harris in the movie 'The Man Who Haunted Himself'?,Freddie Jones
Who acted as Morgause in the movie 'The Mists of Avalon'?,Joan Allen
Who acted as Bryce in the movie 'Tracker'?,Andy Anderson
Who acted as Liza in the movie 'Deadfall'?,Olivia Wilde
Who acted as Anna Gardner in the movie 'Like Crazy'?,Felicity Jones
Who acted as Cyborg in the movie 'Teen Titans: Trouble in Tokyo'?,Khary Payton
Who acted as Pop in the movie 'All the Right Moves'?,Charles Cioffi
Who acted as Craig Fleming in the movie 'In This Our Life'?,George Brent
Who acted as Mrs.Clause in the movie 'The Santa Clause 3: The Escape Clause'?,Elizabeth Mitchell
Who acted as Faia Raige in the movie 'After Earth'?,Sophie Okonedo
Who acted as Al Bert in the movie 'Critters 4'?,Brad Dourif
Who acted as Médico in the movie 'Tie Me Up! Tie Me Down!'?,María Barranco
Who acted as Ned Logan in the movie 'Unforgiven'?,Morgan Freeman
Who acted as Joe Loder in the movie 'Nightcrawler'?,Bill Paxton
Who acted as Michelle in the movie 'The Room'?,Robyn Paris
Who acted as Dr. Walter Curnow in the movie '2010'?,John Lithgow
Who acted as Dr. McQueen in the movie 'Imaginary Friend'?,Marc McClure
Who acted as Ben Archer in the movie 'Wake of Death'?,Jean-Claude Van Damme
Who acted as Sean Anderson in the movie 'Journey 2: The Mysterious Island'?,Josh Hutcherson
Who acted as Ray Ritchie in the movie 'The Big Bounce'?,Gary Sinise
Who acted as Lucien Laurin in the movie 'Secretariat'?,John Malkovich
Who acted as María in the movie 'Films to Keep You Awake: The Baby's Room'?,María Asquerino
Who acted as Matthew Hopkins in the movie 'Witchfinder General'?,Vincent Price
Who acted as Norma Berger in the movie 'Very Good Girls'?,Ellen Barkin
Who acted as Christine Levasseur in the movie 'The Valet'?,Kristin Scott Thomas
Who acted as Elena Morales in the movie 'Triage'?,Paz Vega
Who acted as Elisabetta Recchi in the movie 'I Am Love'?,Alba Rohrwacher
"Who acted as Himself in the movie '20,000 Days on Earth'?",Nick Cave
Who acted as Sandy Chester in the movie 'Summer Rental'?,Karen Austin
Who acted as Lucio in the movie 'Caesar Must Die'?,Vincenzo Gallo
Who acted as Tina Gray in the movie 'A Nightmare on Elm Street'?,Amanda Wyss
Who acted as Wade in the movie 'nan'?,Alexander Mendeluk
Who acted as Harker in the movie 'Legendary: Tomb of the Dragon'?,Dolph Lundgren
Who acted as Little Caesar / Rico in the movie 'Little Caesar'?,Edward G. Robinson
"Who acted as Natalie in the movie 'Good Night, and Good Luck.'?",Alex Borstein
Who acted as Lars in the movie 'Club Dread'?,Kevin Heffernan
Who acted as Juliette Jeanson in the movie '2 or 3 Things I Know About Her'?,Marina Vlady
Who acted as Brad McVie in the movie 'Four Christmases'?,Vince Vaughn
Who acted as François in the movie 'How Much Do You Love Me?'?,Bernard Campan
Who acted as Leah Cahan in the movie 'Something New'?,Katharine Towne
Who acted as Nicole Noone in the movie 'The Librarian: Quest for the Spear'?,Sonya Walger
"Who acted as Alfred, the Professor Assistant in the movie 'The Fearless Vampire Killers'?",Roman Polanski
Who acted as Ken in the movie 'Demons'?,Karl Zinny
Who acted as Captain Von Trapp in the movie 'The Sound of Music'?,Christopher Plummer
Who acted as Max Archer in the movie 'Traitor'?,Neal McDonough
Who acted as Teddy in the movie 'Tusk'?,Haley Joel Osment
Who acted as Coach Bob Kelly in the movie 'Runaway Bride'?,Christopher Meloni
Who acted as Tamara in the movie 'Blood and Bone'?,Nona Gaye
Who acted as Gendarme Gilbert Ponton in the movie 'The Pink Panther'?,Jean Reno
Who acted as Ocron in the movie 'Conquest'?,Sabrina Siani
Who acted as Kanemitsu in the movie 'RoboCop 3'?,Mako
Who acted as Rachel Salas in the movie 'In Time'?,Olivia Wilde
Who acted as Chunjin in the movie 'The Manchurian Candidate'?,Henry Silva
