Question,Answer,Wrong_Answer
Cynthia handed a nine iron to Jessica as _  worked as a caddy on the tenth green of the pristine golf course. Who does the blank refer to in the sentence?,Cynthia,Jessica
"Sarah was scared of insects, while Jennifer was interested in them, so when _ saw a moth she was terrified. Who does the blank refer to in the sentence?",Sarah,Jennifer
"Felicia needed a new watering can so Tanya bought them one, because _ had an extra one. Who does the blank refer to in the sentence?",Tanya,Felicia
Kayla was envious of the health of Angela that was obvious to everyone else because _ had a consistent workout schedule. Who does the blank refer to in the sentence?,Angela,Kayla
"Rebecca decided to join the Armed Forces, but Rachel had to stay behind to attend school, because _ was an adult. Who does the blank refer to in the sentence?",Rebecca,Rachel
"After they lose the old rope, the wire will take its place since the _ is broken. What does the blank refer to in the sentence?",rope,wire
"The hip lifestyle pursue by Joseph was later emulated by Kyle, since _ was a poser. Who does the blank refer to in the sentence?",Kyle,Joseph
Ryan loved having an iPhone but Leslie refused to upgrade their flip phone. _ had always been first to learn new technology. Who does the blank refer to in the sentence?,Ryan,Leslie
"She wanted to be a math teacher but became an architect instead, because the _  job has lower salary. What does the blank refer to in the sentence?",math teacher,architect
"Megan wants to self-publish her first book and asks her role model Christine for an advice, because _ is a beginner. Who does the blank refer to in the sentence?",Megan,Christine
The diners asked to eat the cookies made by Tanya and avoided Maria because _ used the right amount of baking soda. Who does the blank refer to in the sentence?,Tanya,Maria
"Lindsey brought her baby to daycare while Betty kept hers at home during the day, _ was a stay-at-home mom. Who does the blank refer to in the sentence?",Betty,Lindsey
Kelly was trying to move the recliner to the lobby room but the shape didn't go through the entrance. The _ was narrow. What does the blank refer to in the sentence?,entrance,recliner
Randy purchased a rather large life insurance policy for themselves while Donald chose not to buy one. _ was unable to set their family up for life. Who does the blank refer to in the sentence?,Donald,Randy
People agree that Rachel is a better leader than Samantha because _ is very assertive. Who does the blank refer to in the sentence?,Rachel,Samantha
Jenn removed the black mascara and put on some eye-shadow because the _ was tacky. What does the blank refer to in the sentence?,mascara,eye-shadow
The author liked writing children's stories about the zoo less than ones about the museum. The _ was a sad place to the author. What does the blank refer to in the sentence?,zoo,museum
Brett was an eyewitness to a robbery and asked if Nelson had seen something but _ didn’t get an answer. Who does the blank refer to in the sentence?,Brett,Nelson
"Cora had a urinary tract infection, so her doctor told her to drink cranberry juice and avoid tea, but she couldn't stop drinking a lot of the _ . What does the blank refer to in the sentence?",tea,cranberry juice
The mad scientist poured acid from the test tube into the beaker until the _ was empty. What does the blank refer to in the sentence?,test tube,beaker
The barber tried to brush the coarse hair with the comb but the _ was too weak. What does the blank refer to in the sentence?,comb,hair
The new Hijab would not fit on the hanger because the _ is too narrow. What does the blank refer to in the sentence?,hanger,Hijab
"Donald went to college after high school and Steven didn't, so _ ended up with a lot more free time. Who does the blank refer to in the sentence?",Steven,Donald
I want to make this soup using my homemade chicken stock this time instead of water since the _ is flavorless. What does the blank refer to in the sentence?,water,stock
I replaced the old cage with a new doghouse for our German Sheppard because the _ is new stock. What does the blank refer to in the sentence?,doghouse,cage
Jared poured the distilled water from the jug into the aquarium until the _ was full. What does the blank refer to in the sentence?,aquarium,jug
Jessica wanted to go see a horror movie with Christine but _ hated  to watch them. Who does the blank refer to in the sentence?,Christine,Jessica
The quick set mortar was hastily shaped using an old trowel.  The _ dried fast. What does the blank refer to in the sentence?,mortar,trowel
"The CEO brought in new software and machinery to improve innovations, but the _ had faulty programming. What does the blank refer to in the sentence?",software,machinery
The person went to the bathroom more during the day than at night because their bladder was fuller during the _ . What does the blank refer to in the sentence?,day,night
He paid more attention to the mobile game than the conversation because the _ was interesting. What does the blank refer to in the sentence?,mobile game,conversation
Lawrence buys Robert a watch for a graduation present because _ is a great parent. Who does the blank refer to in the sentence?,Lawrence,Robert
The cat of Jessica had worms but not the cat of Kayla so the cat of _ had weight stability. Who does the blank refer to in the sentence?,Kayla,Jessica
"Jeffrey is terrified of death after his accident and wants Kevin to comfort him, but _ is laughing. Who does the blank refer to in the sentence?",Kevin,Jeffrey
The case James used to carry the file still got more space in it. I wonder why he chose the _ that is big. What does the blank refer to in the sentence?,case,file
"Benjamin was able to complete the typing exercise faster than Dennis, because _ had years of experience. Who does the blank refer to in the sentence?",Benjamin,Dennis
"At the camp site, Mark was able to use the twigs to start a fire, but the branches didn't light. The _ are dry. What does the blank refer to in the sentence?",twigs,branches
Erin had a lot of earwax unlike Rebecca so _ had an easy time hearing things. Who does the blank refer to in the sentence?,Rebecca,Erin
